sentence,review
بد انتظامی,negative
بد خلقی سے,negative
بد معاملگی,negative
بدتمیزی سے,negative
بددعا کرنا,negative
بدطینتی سے,negative
بدنما کرنا,negative
بر افروختہ,negative
برا فروختہ,negative
برافروختگی,negative
برانگیختگی,negative
برآمد ہونا,negative
برخاستہ دل,negative
برداشتہ دل,negative
برگشتہ بخت,negative
بڑھتی ہوئی,negative
بسیار گوئی,negative
بظاہر دوست,negative
بظاہر شریف,negative
بعید ازعقل,negative
بعید العقل,negative
بعید الفہم,negative
بکھرے ہوئے,negative
بگڑ بیٹھنا,negative
بگڑ رہا ہے,negative
بلا احتیاج,negative
بلند آہنگی,negative
بلند آوازی,negative
بلند و پست,negative
بندۂ درگاہ,negative
بندۂ ناچیز,negative
بنیاد پرست,negative
بہ لبِ مرگ,negative
بہانہ بازی,negative
بہانہ جوئی,negative
بہانہ خوری,negative
بہانہ سازی,negative
بہانہ طلبی,negative
بہت خوفناک,negative
بہت شرارتی,negative
بہتان تراش,negative
بھَٹَک کَر,negative
بھاری ہاتھ,negative
بھاگم بھاگ,negative
بھانجی خور,negative
بھڑک اٹھنا,negative
بھولا چوکا,negative
بھیڑ دھسان,negative
بودم بیدال,negative
بور کے لڈو,negative
بوس و کنار,negative
بے احتیاطی,negative
بے اعتدالی,negative
بے اعتقادی,negative
بے اعتنائی,negative
بے التفاتی,negative
بے انتظامی,negative
بے تُکا پن,negative
بے تابانَہ,negative
بے جا دلیل,negative
بے حِسی سے,negative
بے راہ رَو,negative
بے راہ روی,negative
بے روزگاری,negative
بے روک ٹوک,negative
بے سدھ بدھ,negative
بے سروپائی,negative
بے شرمی سے,negative
بے صبری سے,negative
بے عزتی سے,negative
بے کار بات,negative
بے ہوشی سے,negative
بےاثر کرنا,negative
بےاطمینانی,negative
بےآرامی سے,negative
بےجان کرنا,negative
بےچین کرنا,negative
بےچین ہونا,negative
بےحیائی سے,negative
بےدخل کرنا,negative
بےڈھنگا پن,negative
بےعزت کرنا,negative
بےقدر کرنا,negative
بےلگامی سے,negative
بےہودہ شخص,negative
بےوفائی سے,negative
بیاض العین,negative
بیت الحمقا,negative
بیجا تعریف,negative
بیداد پیشہ,negative
بیر نکالنا,negative
بیرونی شخص,negative
بیزار ہونا,negative
بیکار اشیا,negative
بیکار کرنا,negative
بیکاراشیاء,negative
بیگانہ وفا,negative
بیگانۂ عقل,negative
بیہودہ بات,negative
پُھس پُھسا,negative
پُھوٹا ہوا,negative
پُھوں پھاں,negative
پا در رکاب,negative
پابز نجیری,negative
پائینِ ظرف,negative
پٹائی کرنا,negative
پچھل پَیری,negative
پراگندہ دل,negative
پرانے کپڑے,negative
پرچم لگانا,negative
پرچون فروش,negative
پرکالۂ آتش,negative
پرگھٹ کرنا,negative
پریشاں حال,negative
پریشاں دلی,negative
پریشان حال,negative
پژمردہ دلی,negative
پست و بلند,negative
پل باندھنا,negative
پنبہ درگوش,negative
پھاٹک بندی,negative
پھٹا پرانا,negative
پھوٹا مقدر,negative
پھیری والا,negative
پوشاک خانہ,negative
پوشیدہ بات,negative
پوشیدہ چیز,negative
پولرائزیشن,negative
پیام رسانی,negative
پیٹھ پیچھے,negative
پیچ در پیچ,negative
پیچھے پڑنا,negative
پیچھے جنگل,negative
پیچھے ہٹنا,negative
پیدائش خاک,negative
پیغام رساں,negative
تُند زبانی,negative
تُنک مایگی,negative
تُنک مزاجی,negative
تِتّر ِبتر,negative
تابع فرماں,negative
تابع فرمان,negative
تارکِ دنیا,negative
تاریک باطن,negative
تازہ ولایت,negative
تاکید کرنا,negative
تباہ برباد,negative
تباہی ہوئی,negative
تبدیل کرنا,negative
تبسّم شرار,negative
تجاہل پیشہ,negative
تجرد پسندی,negative
تجزیہ کرنا,negative
تحت الثریٰ,negative
تحصیل حاصل,negative
تخریب کاری,negative
تخفیفِ چاہ,negative
تذلیل آمیز,negative
تردّد کرنا,negative
ترک کر دیا,negative
تشہیر کرنا,negative
تصادم ہونا,negative
تعزیر شرعی,negative
تعقّل پرست,negative
تعیّنِ وقت,negative
تغافل پسند,negative
تغافل پیشہ,negative
تغافل شعار,negative
تفرقہ بازی,negative
تقدیری امر,negative
تقریر بازی,negative
تکرار کرنا,negative
تلخ طور پر,negative
تلخ گفتاری,negative
تناول کرنا,negative
تنخواہ دار,negative
تند طور پر,negative
تنقید کرنا,negative
تنگ حوصلگی,negative
تہدیدِ جنگ,negative
تہی دامانی,negative
تہی دلہانی,negative
تھپڑ لگانا,negative
تھپڑ مارنا,negative
تھر تھراہٹ,negative
تھکا ماندہ,negative
تھکیل ماری,negative
توّہم پرست,negative
توبہ تِلّا,negative
توجہ ہٹانا,negative
توڑا مروڑی,negative
توقّع کرنا,negative
تول میں کم,negative
توہم پرستی,negative
توہین آمیز,negative
تیرِ آتشیں,negative
تیرہ باطنی,negative
تیرہ درونی,negative
ٹَٹ پونجیا,negative
ٹپکنے والا,negative
ٹٹ پُونجیا,negative
ٹکّر کھانا,negative
ٹھٹّھے باز,negative
ٹھٹھول باز,negative
ٹھگنے والا,negative
ٹھوکرمارنا,negative
ٹوٹا پھوٹا,negative
ٹوٹن پھوٹن,negative
ٹوٹے دل سے,negative
ٹیڑھا ہونا,negative
ثلاث و عشر,negative
جَھنجھناہٹ,negative
جان کا روگ,negative
جائے سکونت,negative
جس طرح بنے,negative
جستجو کرنا,negative
جگہ بے جگہ,negative
جلانے والا,negative
جمع جوکھوں,negative
جنت الحمقا,negative
جنگِ زرگری,negative
جنگ آزمائی,negative
جنگ کی طرح,negative
جنگ و جدال,negative
جنگلی آدمی,negative
جھاڑ پھونک,negative
جھانسے باز,negative
جھٹکا دینا,negative
جھٹکے والا,negative
جھگڑا کرنا,negative
جھگڑالو پن,negative
جھوٹ بولنا,negative
جھوٹا بیان,negative
جھوٹا کرنا,negative
جوش پر آنا,negative
جوں کا توں,negative
جیتا کرانا,negative
جیون ساتھی,negative
چُنیا بیگم,negative
چُھٹ بھیّا,negative
چُھٹا لینا,negative
چِڑچِڑاہَٹ,negative
چار دیواری,negative
چار وناچار,negative
چپڑ قناتیا,negative
چرائی ہوئی,negative
چڑچڑا ہونا,negative
چڑچڑاپن سے,negative
چلتّر بازی,negative
چلتا پھرتا,negative
چھٹی کرانا,negative
چھمک چھلّو,negative
چھوٹا پلنگ,negative
چھوٹی چادر,negative
چھوٹی کرنا,negative
چھوئی موئی,negative
چوری چُھپے,negative
چوکنا رہنا,negative
حرام زادگی,negative
حرامی پلّا,negative
حرف اندازی,negative
حرکتِ قبیح,negative
حرکت قبیحہ,negative
حرماں نصیب,negative
حسبِ دستور,negative
حسبِ قاعدہ,negative
حسبِ معمول,negative
حصّہ لگانا,negative
حق ناشناسی,negative
حقیقت پوشی,negative
حقیقت شناس,negative
حلقۂ زنجیر,negative
حوصلہ شکنی,negative
خُردہ فروش,negative
خِوار غفین,negative
خاکہ اڑانا,negative
خاکہ نویسی,negative
خاکۂ تصویر,negative
خانہ بدوشی,negative
خانہ برباد,negative
خانہ خرابی,negative
خانہ ویراں,negative
خانۂ زنجیر,negative
خایہ بردار,negative
خبردار کیا,negative
خبط الحواس,negative
خدا ناترسی,negative
خدائی خراب,negative
خدائی خوار,negative
خرِ بے دُم,negative
خراب دخستہ,negative
خراب کنندہ,negative
خراش ڈالنا,negative
خزاں رسیدہ,negative
خس و خاشاک,negative
خصیہ بردار,negative
خطی مسوّدہ,negative
خلافِ آئین,negative
خلافِ سابق,negative
خلافِ قیاس,negative
خلافِ مرضی,negative
خلافِ مزاج,negative
خلافِ منشا,negative
خلاف بیانی,negative
خلاف تہذیب,negative
خلاف دستور,negative
خلاف ضابطہ,negative
خلاف قاعدہ,negative
خلاف قانون,negative
خلاف مصلحت,negative
خلاف واقعہ,negative
خلوت گزینی,negative
خمیدہ ہونا,negative
خندہ آفریں,negative
خوابِ غفلت,negative
خواہ مخواہ,negative
خود پیرائی,negative
خود دلچسپی,negative
خود فراموش,negative
خود نُمائی,negative
خوں افشانی,negative
خون کی کمی,negative
خیال دلانا,negative
خیالی جنّت,negative
خیانت پیشہ,negative
خیرات خانہ,negative
دَرد بھَرا,negative
دَوڑا دوڑی,negative
دُر افشانی,negative
دِقّتِ نظر,negative
دِقّت پسند,negative
دِگَر گُوں,negative
دِل افتادہ,negative
دِل باختگی,negative
داخلِ دفتر,negative
دامن افشاں,negative
دباؤ ڈالنا,negative
دخلل انداز,negative
درشت اندام,negative
درشت مزاجی,negative
دروغ بیانی,negative
دریدہ دہنی,negative
دریدہ ہونا,negative
دستی تحریر,negative
دشمن بنانا,negative
دشمنی کرنا,negative
دشنام طراز,negative
دشوار پسند,negative
دل برداشتہ,negative
دل کا بخار,negative
دلالی کرنا,negative
دلگیر رہنا,negative
دلیل بے جا,negative
دم توڑ گیا,negative
دمبکِ بزرگ,negative
دنیا پرستی,negative
دھاندل باز,negative
دھرم تیاگی,negative
دھکیل گاڑی,negative
دھما چوکڑی,negative
دھماکہ خیز,negative
دھوکا دھڑی,negative
دھوکے بازی,negative
دھویا دیدہ,negative
دو جَذباتی,negative
دور کی بات,negative
دوسرا جہاں,negative
دوسرا درجہ,negative
دوسری دفعہ,negative
دوسری دنیا,negative
دیوارِ راہ,negative
دیوان خانہ,negative
ڈرانے والا,negative
ڈرائنگ روم,negative
ڈھانک لینا,negative
ڈھلتا سورج,negative
ڈھلمل یقین,negative
ڈھلوان سطح,negative
ڈھیلا پڑنا,negative
ڈھیلا کرنا,negative
ڈوب رہا ہے,negative
ذات برادری,negative
ذیلی برابر,negative
رُوٹھا ہوا,negative
راز و نیاز,negative
راہ کی کجی,negative
رب الارباب,negative
رچھ بندھئے,negative
رخنہ انداز,negative
رساں اولاد,negative
رشتہ بپائی,negative
رفیقِ حیات,negative
رنج نکالنا,negative
رنج و ملال,negative
رنگین کپڑا,negative
روحِ خبیثہ,negative
روزِ قیامت,negative
رولدو فتّو,negative
رولر کوسٹر,negative
رونما ہونا,negative
زاج الابیض,negative
زائد آمدنی,negative
زبان چلانا,negative
زبردستی سے,negative
زجرو توبیخ,negative
زخم خوردگی,negative
زر و جواہر,negative
زمانہ پرست,negative
زمینی عذاب,negative
زنِ بازاری,negative
زنا بالجبر,negative
زنانہ خانہ,negative
زنانہ مکان,negative
زوال آمادہ,negative
زیادہ قیمت,negative
زیادہ کرنا,negative
زیادہ گرمی,negative
زیرِ تسلّط,negative
زیرِ فرمان,negative
سَرا سیمَہ,negative
سابق دستور,negative
ساتھ چھڑنا,negative
سامنا کرنا,negative
سجادہ نشین,negative
سحر انگیزی,negative
سخت زہریلا,negative
سرسری حساب,negative
سرکشی کرنا,negative
سریع الغضب,negative
سریع الغیظ,negative
سست روی سے,negative
سعی و کوشش,negative
سفلہ مزاجی,negative
سکونتِ دشت,negative
سہولت پسند,negative
سو ویر پکا,negative
سوختہ کرنا,negative
سورج بھیدی,negative
سوز و گداز,negative
سوقیانہ پن,negative
سونگھ جانا,negative
سوہانِ روح,negative
سیاہ باطنِ,negative
سیاہ باطنی,negative
شِکستہ حال,negative
شاگرد پیشہ,negative
شدید تکلیف,negative
شرارت پسند,negative
شرم آتی ہے,negative
شرمندگی سے,negative
شروع و آخر,negative
شریر گھوڑا,negative
شعلہ فشانی,negative
شقّی القلب,negative
شقاوتِ قلب,negative
شقاوت قلبی,negative
شکست خوردہ,negative
شکست وریخت,negative
شکستہ حالی,negative
شکستہ خاطر,negative
شکستہ کرنا,negative
شکی طور پر,negative
شگفتہ ہونا,negative
شمشیر خُرد,negative
شور و غوغا,negative
شور و فغاں,negative
شیطان کاری,negative
صاحب الغرض,negative
صدمہ پہنچا,negative
صرفِ بے جا,negative
ضرورت مندی,negative
طفل دبستاں,negative
طلبِ انصاف,negative
طوفانِ باد,negative
ظاہر پرستی,negative
عالمِ بالا,negative
عدم احتیاج,negative
عدم اعتدال,negative
عدم اعتراف,negative
عدم اعتماد,negative
عدم التفات,negative
عدم برداشت,negative
عدم مساوات,negative
عدم مطابقت,negative
عدم ممانعت,negative
عدم موافقت,negative
عدم موالات,negative
عذرِ بے جا,negative
عرضِ دیوار,negative
عرفانِ ذات,negative
عسیر الفہم,negative
عضوِ تناسل,negative
عضوِ مخصوص,negative
عقل سے دور,negative
علاقہ بندی,negative
عورت بنانا,negative
عیب نکالنا,negative
غَیر واضِع,negative
غذاے رقیقہ,negative
غریب الوطن,negative
غلافِ قرآن,negative
غلافِ قیاس,negative
غلام بنانا,negative
غلامی کرنا,negative
غلط اندراج,negative
غلط طور پر,negative
غلط فہمیاں,negative
غلط فہمیوں,negative
غم و اندوہ,negative
غیر اخلاقی,negative
غیر حل شدہ,negative
غیر روایتی,negative
غیر شائستہ,negative
غیر متحمّل,negative
غیر متعلّق,negative
غیر متعلقہ,negative
غیر متعینہ,negative
غیر متناسب,negative
غیر متوقّع,negative
غیر مددگار,negative
غیر مزروعہ,negative
غیر معیاری,negative
غیر منقولہ,negative
غیر نمایاں,negative
غیراختیاری,negative
غیرذمہ دار,negative
غیرصحت مند,negative
غیریکسانیت,negative
فاتر العقل,negative
فاحشہ ہونا,negative
فتنہ پرواز,negative
فتنہ پروری,negative
فتورِ حواس,negative
فتورِ دماغ,negative
فرمانبردار,negative
فروخت کرنا,negative
فروگزاشتیں,negative
فریاد کناں,negative
فضول سامان,negative
فوجی کھانا,negative
فوق البھڑک,negative
قابل ملامت,negative
قانون شکنی,negative
قبضہ مخالف,negative
قتل و غارت,negative
قدر ناشناس,negative
قریبِ زوال,negative
قریب المرگ,negative
قریب الموت,negative
قریبی دشمن,negative
قصّہ کہانی,negative
قطعِ تعلقّ,negative
قلعہ بند ی,negative
قوّتِ جماع,negative
قوتِ ہاضمہ,negative
قیاسی خوشی,negative
کُشت و خوں,negative
کُشت و خون,negative
کاٹنے والا,negative
کارِ دشوار,negative
کاشف اسرار,negative
کبیدہ خاطر,negative
کچھ بندھئے,negative
کدوکش کرنا,negative
کراہت آمیز,negative
کرب انگیزی,negative
کڑوا کسیلا,negative
کشیدہ قامت,negative
کم کرتا ہے,negative
کمزور بننا,negative
کمزور کرنا,negative
کملایا ہوا,negative
کمی زیادتی,negative
کنگھی والے,negative
کھریا بیرم,negative
کھلنے والا,negative
کھوٹا کھرا,negative
کھوکھلا پن,negative
کوتاہ قامت,negative
کوڑے مارنا,negative
کوفتہ ہونا,negative
کیماوی عمل,negative
گُتھی پڑنا,negative
گٹھ مُٹھیا,negative
گربۂ مسکین,negative
گرد و غبار,negative
گروہِ وکلا,negative
گریہ وزاری,negative
گزرگاہِ آب,negative
گفت و شنید,negative
گلا گھوٹنا,negative
گلانے والا,negative
گمراہ کریں,negative
گمراہ ہونا,negative
گہرا کٹورا,negative
گہری کھائی,negative
گھات لگانا,negative
گھپلا کرنا,negative
گھٹ رہا ہے,negative
گھسیٹا گیا,negative
گھمن گھیری,negative
گھمنڈ کرنا,negative
گھمنڈ والا,negative
گھنٹا بجنا,negative
گوں کا یار,negative
لَلُو پنجو,negative
لُعبت پرست,negative
لُوٹ کھسوٹ,negative
لا قانونیت,negative
لاابالی پن,negative
لاقانونیّت,negative
لتھیڑ دینا,negative
لحیم وشحیم,negative
لرزاں کرنا,negative
لڑائی پسند,negative
لڑائی کرنا,negative
لعنت ملامت,negative
لفظی تکرار,negative
لگاتار شور,negative
لنگڑا لولا,negative
مُٹھی چاپی,negative
مُضرت رساں,negative
مُکّے بازی,negative
ماتم گساری,negative
ماخوذ ہونا,negative
ماندہ ہونا,negative
مائلِ گریہ,negative
مبارز طلبی,negative
مبتلا کرنا,negative
مبتلا ہونا,negative
متعّدد بار,negative
متمکن ہونا,negative
مٹیالا رنگ,negative
محاذ آرائی,negative
مختلف کرنا,negative
مداخلت کار,negative
مداری پنُا,negative
مر جاتا ہے,negative
مریل گھوڑا,negative
مسترد کریں,negative
مشتعل ہونا,negative
مشتہر کرنا,negative
مشعل بردار,negative
مشغول ہونا,negative
مصروف ہونا,negative
مصنوعی جنگ,negative
مصیبت زدگی,negative
مضحکہ اڑنا,negative
مضحکہ خیزی,negative
مضمونِ بحث,negative
مطلب پرستی,negative
معذرت خواہ,negative
معذرت طلبی,negative
معزول کرنا,negative
معمور کرنا,negative
مفسدہ پرور,negative
مقام اتصال,negative
مقیّد ہونا,negative
ملاقات گاہ,negative
ملامت آمیز,negative
ملامت کرنا,negative
ملاوٹ کرنا,negative
ملائم کرنا,negative
ملفوظ کرنا,negative
ملکیت کرنا,negative
منّت سماجت,negative
منتشر ہونا,negative
منتقل کرنا,negative
منجمد بوند,negative
منحرف کرنا,negative
منقضی ہونا,negative
مہرۂ شطرنج,negative
مہمل باتیں,negative
موجود نہیں,negative
مورتی پوجا,negative
مورتی پوجک,negative
موسمی بخار,negative
موہوم ہونا,negative
مویشی خانہ,negative
میدانِ خاک,negative
میلی کچیلی,negative
نا پسندیدہ,negative
نا تراشیدہ,negative
نا خواندگی,negative
نا واقفّیت,negative
ناامیدی سے,negative
ناپائیداری,negative
ناپختہ کار,negative
ناپسندیدگی,negative
ناخوش گوار,negative
ناراض ہونا,negative
ناراضگی سے,negative
ناروا سلوک,negative
نازک مزاجی,negative
ناشکر گزار,negative
ناطہ توڑنا,negative
ناقابل فہم,negative
ناقابل گزر,negative
ناقص العقل,negative
ناکارہ چیز,negative
ناگوار بات,negative
نالہ وفغاں,negative
نالی کاریز,negative
نخریلی چال,negative
نصیحت کرنا,negative
نعرہ لگانا,negative
نعرہ لگایا,negative
نعل در آتش,negative
نفرت انگیز,negative
نقاب کشائی,negative
نقصان رساں,negative
نکما گھوڑا,negative
نمائش پسند,negative
نمائشی جنگ,negative
نہ پہنچانا,negative
نہایت پسند,negative
نہایت حقیر,negative
نہایت شریر,negative
نہایت ظالم,negative
ہاتھا پائی,negative
ہارے لیکھے,negative
ہرزہ درائی,negative
ہرزہ سرائی,negative
ہڑتال کرنا,negative
ہزار دستاں,negative
ہلاک کنندہ,negative
ہم جنس خور,negative
ہنسی اڑانا,negative
ہنگامہ آرا,negative
ہنگامہ خیز,negative
ہوائی انڈا,negative
ہوس نکالنا,negative
ہیچ مقداری,negative
ہیڈ کوارٹر,negative
واپس لوٹنا,negative
واکھڑ مزاج,negative
وحشی انسان,negative
وظیفہ خوار,negative
وعدہ خلافی,negative
ولد الحرام,negative
یاد آتی ہے,negative
اَتیا چار,negative
اَدھ انگی,negative
اَڑ بڑنگی,negative
اَڑپ جھڑپ,negative
اَن بھایا,negative
اَن پاؤنا,negative
اَن چِھلا,negative
اَن دھویا,negative
اَن دیکھا,negative
اَن سمجھا,negative
اَول فَول,negative
اَوورٹائم,negative
اُچکّا پن,negative
اُدھیڑبُن,negative
اُلٹ پُلٹ,negative
اُوپر تلے,negative
اُول جلول,negative
اُونچاسُر,negative
اِستِبداد,negative
اِستبدادی,negative
اِستعمالی,negative
ابجد خواں,negative
ابلہ فریب,negative
ابن الغرض,negative
ابن الغیب,negative
ابن الوقت,negative
اپیل کرنا,negative
اتلافِ حق,negative
اتھل پتھل,negative
اٹکل پچّو,negative
اجارہ دار,negative
اجازت طلب,negative
اجتناب سے,negative
اجڑا پجڑا,negative
اجل رسیدہ,negative
اجل گرفتہ,negative
اچاٹ ہونا,negative
اخیر پسند,negative
ادب آموزی,negative
اذیّت ناک,negative
اذیت رساں,negative
اذیت ناکی,negative
اڑن فاختہ,negative
اڑنگ بڑنگ,negative
اڑنے والا,negative
اسقاط حمل,negative
اشارۂ چشم,negative
اشکِ بلبل,negative
اشک داردی,negative
اشک فشانی,negative
اصل امراض,negative
اصول شکنی,negative
اضاعتِ حق,negative
اضطراب سے,negative
اظہارِ غم,negative
اعضا شکنی,negative
اغوا کرنا,negative
افرا تفری,negative
افسردہ دل,negative
افسوس ناک,negative
افسوس ہوا,negative
افسوسناکی,negative
اقامت گاہ,negative
اکل کُھرا,negative
اکہرا بدن,negative
اگرم بگڑم,negative
اگڑم بگڑم,negative
الّم غلّم,negative
الٹا پلٹا,negative
الٹاسیدھا,negative
الٹے پاؤں,negative
الٹی سمجھ,negative
الٹی میٹم,negative
الجھ پڑنا,negative
الجھن میں,negative
القط کرنا,negative
المّ غلّم,negative
امید وبیم,negative
ان جان پن,negative
انٹا غفیل,negative
انجر پنجر,negative
اندھادھند,negative
اندھلا پن,negative
اندھی طرف,negative
اندوہ گیں,negative
انسان خور,negative
انفرایکشن,negative
انگڑکھنگڑ,negative
انگشتِ نر,negative
اہلِ حدیث,negative
اہلِ خدمت,negative
اہلِ ظاہر,negative
اہلِ مطلب,negative
اہلِ نفاق,negative
اوپر اوپر,negative
اوپر دھڑی,negative
اوپر نیچے,negative
اوپر والا,negative
اوپر والے,negative
اوپری مزے,negative
اوسط درجہ,negative
اوور ٹیکس,negative
اوور سادہ,negative
اوور شیڈو,negative
اویر سویر,negative
ایرا غیرا,negative
ایرے غیرے,negative
ایسا تیسا,negative
ایسے ویسے,negative
ایک تہ کا,negative
ایگومینیا,negative
آبِ رسیدہ,negative
آبِ منجمد,negative
آبِ منعقد,negative
آباد کرنا,negative
آبروباختہ,negative
آبلہ پائی,negative
آبلۂ فرنگ,negative
آتشِ خانہ,negative
آتشِ دوری,negative
آتشِ سینہ,negative
آتشِ فراق,negative
آتشِ فرقت,negative
آتشِ فرنگ,negative
آتشِ فساد,negative
آتش افروز,negative
آتش انگیز,negative
آتش فروزی,negative
آتش گرفتہ,negative
آتش مزاجی,negative
آذر فشانی,negative
آرام طلبی,negative
آرائش گاہ,negative
آرزوےمردہ,negative
آزاد طبعی,negative
آزردہ دلی,negative
آسان پسند,negative
آشفتہ حال,negative
آشفتہ دلی,negative
آشفتہ سری,negative
آشفتہ طبع,negative
آشفتہ مُو,negative
آشفتہ نوا,negative
آفتِ ارضی,negative
آگ بھڑکنا,negative
آگ کا باغ,negative
آگا پیچھا,negative
آگندہ گوش,negative
آگے پیچھے,negative
آلۂ تناسل,negative
آندھی روگ,negative
آنکھ مندی,negative
آہ و فغاں,negative
آہ و نالہ,negative
آواز دُہل,negative
آویزۂ گوش,negative
بَڑبَڑاہٹ,negative
بَڑبَڑایا,negative
بَلا خیزی,negative
بَلا نصیب,negative
بُت پرستی,negative
بُرا بھلا,negative
بُھر بھرا,negative
بِھک منگا,negative
بادِ صرصر,negative
بادِ فرنگ,negative
بادپیمائی,negative
بادہ پرست,negative
بادہ پیما,negative
بادہ خانہ,negative
بادہ خوار,negative
بادہ شراب,negative
بادہ گسار,negative
بادیہ گرد,negative
بارِ دیگر,negative
باز خشینہ,negative
بازاری گپ,negative
باشندۂ دہ,negative
باطل پرست,negative
باغی ہونا,negative
بالا بالا,negative
بالابتانا,negative
بالانفراد,negative
بالشت بھر,negative
بالک پُنا,negative
باہر باہر,negative
باوجودیکہ,negative
بپتا مارا,negative
بٹّے بازی,negative
بٹر فلائی,negative
بجائے خود,negative
بجھا بجھا,negative
بچار باہر,negative
بحث بڑھنا,negative
بحثا بحثی,negative
بد اُسلوب,negative
بد اخلاقی,negative
بد اطواری,negative
بد اعتقاد,negative
بد اعمالی,negative
بد افعالی,negative
بد اقبالی,negative
بد اندیشی,negative
بد دیانتی,negative
بد سلیقگی,negative
بد عقیدگی,negative
بد کرداری,negative
بد معاملہ,negative
بدبختی سے,negative
بدتر کرنا,negative
بدتر ہونا,negative
بدخواہانہ,negative
بددل کرنا,negative
بدرو پودا,negative
بدرو گھاس,negative
بدفعلی سے,negative
بدکارعورت,negative
بدمعاملگی,negative
بدنما داغ,negative
بدنیتی سے,negative
برافروختہ,negative
برانگیختہ,negative
براہ راست,negative
برائے بیت,negative
برج میزان,negative
برجستہ گو,negative
برگ ریزاں,negative
بری اولاد,negative
بری تقدیر,negative
بڑا پیالہ,negative
بڑا کٹورا,negative
بڑھا چڑھا,negative
بڑی تھیلی,negative
بڑی چھلنی,negative
بزرگ داشت,negative
بسنے والا,negative
بسیار خور,negative
بغلی دشمن,negative
بکھر جانا,negative
بکھرا ہوا,negative
بگڑا نصیب,negative
بگلا بھگت,negative
بلا وسیلہ,negative
بلاامتیاز,negative
بلاسر پیر,negative
بلامطابقہ,negative
بلامنظوری,negative
بلائے جان,negative
بلند بختی,negative
بلند ہمتی,negative
بلندآہنگی,negative
بنا سنورا,negative
بند ٹوکرا,negative
بندی خانہ,negative
بہ مجبوری,negative
بہ ناچاری,negative
بہانہ باز,negative
بہانہ جُو,negative
بہانہ خور,negative
بہانہ ساز,negative
بہانہ طلب,negative
بہت جھوٹا,negative
بہت چھوٹا,negative
بہر تقدیر,negative
بھاگابھاگ,negative
بھتہ خوری,negative
بھدری پھل,negative
بھرے ہوئے,negative
بھسم کرنا,negative
بھنبھناہٹ,negative
بھنور جال,negative
بھوت پریت,negative
بھول بھٹک,negative
بھول چُوک,negative
بھیانک پن,negative
بھیڑ بھاڑ,negative
بھیگی بلی,negative
بو الفضول,negative
بو الہوسی,negative
بو قلمونی,negative
بوس وکنار,negative
بوسہ بازی,negative
بوئے خراب,negative
بے احتیاط,negative
بے احسانا,negative
بے اطّلاع,negative
بے اعتقاد,negative
بے التفات,negative
بے انتظام,negative
بے اوسانی,negative
بے آبروئی,negative
بے بسی سے,negative
بے بضاعتی,negative
بے بنیادی,negative
بے پروائی,negative
بے تدبیری,negative
بے ترکیبی,negative
بے تہذیبی,negative
بے توجّہی,negative
بے توقیری,negative
بے ٹھکانہ,negative
بے جا خرچ,negative
بے جا کام,negative
بے چکنائی,negative
بے چین سے,negative
بے حُرمتی,negative
بے حقیقتی,negative
بے حمیتّی,negative
بے حوصلگی,negative
بے حیثیتی,negative
بے خانماں,negative
بے داد گر,negative
بے ڈول پن,negative
بے رخی سے,negative
بے روزگار,negative
بے سلیقگی,negative
بے ضابطگی,negative
بے عنوانی,negative
بے قاعدگی,negative
بے مائیگی,negative
بے مروّتی,negative
بے مقدوری,negative
بےاختیاری,negative
بےادبی سے,negative
بےاعتباری,negative
بےالتفاتی,negative
بےتکی بات,negative
بےجگری سے,negative
بےچینی سے,negative
بےدردی سے,negative
بےڈھب چال,negative
بےرحمی سے,negative
بےکل کرنا,negative
بےوقوفانہ,negative
بیاضِ چشم,negative
بیان بازی,negative
بیباکی سے,negative
بیٹا بیٹی,negative
بیج ڈالنا,negative
بیداد گری,negative
بیگانہ خو,negative
بیم و ترس,negative
بیم و رجا,negative
بیماری سے,negative
بیہودہ پن,negative
بیہودہ گو,negative
بیوقوف سے,negative
پُر افسوس,negative
پُراز تخم,negative
پُھرپُھری,negative
پا افتادہ,negative
پا بجولاں,negative
پا در گور,negative
پابز نجیر,negative
پادر رکاب,negative
پارہ پارہ,negative
پایاں کار,negative
پایۂ زینہ,negative
پائے جامہ,negative
پچر مارنا,negative
پچھل پائی,negative
پراپیگنڈا,negative
پران تیاگ,negative
پرچہ نویس,negative
پردہ داری,negative
پردہ نشیں,negative
پرزے پرزے,negative
پرسش کرنا,negative
پریزیڈنسی,negative
پریشاں دل,negative
پریشانیاں,negative
پریشانیوں,negative
پژمردہ دل,negative
پست ارادہ,negative
پست خیالی,negative
پست فطرتی,negative
پست قامتی,negative
پست قسمتی,negative
پسینا آنا,negative
پکا پھوڑا,negative
پکڑا جانا,negative
پلید عورت,negative
پناہ گزین,negative
پنڈت خانہ,negative
پھاڑ کھاؤ,negative
پھدپھداہٹ,negative
پھر پھندی,negative
پھسا ہندا,negative
پھنس جانا,negative
پھنسا ہوا,negative
پھولا ہوا,negative
پھینک دیا,negative
پھینک دیں,negative
پوچ گفتگو,negative
پیام رساں,negative
پیسا کوٹا,negative
پیماں شکن,negative
پیمان شکن,negative
پینگ دینا,negative
تَشویش سے,negative
تَکلیف دہ,negative
تُند رائے,negative
تُند زبان,negative
تُند مزاج,negative
تُنک تابی,negative
تُنک ظرفی,negative
تُنک مایہ,negative
تُنک مزاج,negative
تُھڑ دِلا,negative
